id,project_id,source_type,source_id,business_entity_id,link_type,link_reason,confidence_score,created_at
EL-00084,PROJ-001,document,DOC-0022,BE-ORDER-0109,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00085,PROJ-001,document,DOC-0025,BE-ORDER-0008,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00086,PROJ-001,document,DOC-0025,BE-ORDER-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00087,PROJ-001,document,DOC-0025,BE-ORDER-0021,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00088,PROJ-001,document,DOC-0025,BE-ORDER-0060,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00089,PROJ-001,document,DOC-0025,BE-ORDER-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00090,PROJ-001,document,DOC-0025,BE-ORDER-0091,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00091,PROJ-001,document,DOC-0026,BE-ORDER-0008,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00092,PROJ-001,document,DOC-0026,BE-ORDER-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00093,PROJ-001,document,DOC-0026,BE-ORDER-0021,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00094,PROJ-001,document,DOC-0026,BE-ORDER-0060,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00095,PROJ-001,document,DOC-0026,BE-ORDER-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00096,PROJ-001,document,DOC-0026,BE-ORDER-0091,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00097,PROJ-001,document,DOC-0027,BE-ORDER-0008,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00098,PROJ-001,document,DOC-0027,BE-ORDER-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00099,PROJ-001,document,DOC-0027,BE-ORDER-0021,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00100,PROJ-001,document,DOC-0027,BE-ORDER-0060,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00101,PROJ-001,document,DOC-0027,BE-ORDER-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00102,PROJ-001,document,DOC-0027,BE-ORDER-0091,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00103,PROJ-001,document,DOC-0028,BE-ORDER-0008,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00104,PROJ-001,document,DOC-0028,BE-ORDER-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00105,PROJ-001,document,DOC-0028,BE-ORDER-0021,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00106,PROJ-001,document,DOC-0028,BE-ORDER-0060,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00107,PROJ-001,document,DOC-0028,BE-ORDER-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00108,PROJ-001,document,DOC-0028,BE-ORDER-0091,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00109,PROJ-001,document,DOC-0029,BE-ORDER-0008,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00110,PROJ-001,document,DOC-0029,BE-ORDER-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00111,PROJ-001,document,DOC-0029,BE-ORDER-0021,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00112,PROJ-001,document,DOC-0029,BE-ORDER-0060,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00113,PROJ-001,document,DOC-0029,BE-ORDER-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00114,PROJ-001,document,DOC-0029,BE-ORDER-0091,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00115,PROJ-001,document,DOC-0030,BE-ORDER-0008,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00116,PROJ-001,document,DOC-0030,BE-ORDER-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00117,PROJ-001,document,DOC-0030,BE-ORDER-0021,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00118,PROJ-001,document,DOC-0030,BE-ORDER-0060,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00119,PROJ-001,document,DOC-0030,BE-ORDER-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00120,PROJ-001,document,DOC-0030,BE-ORDER-0091,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00121,PROJ-001,document,DOC-0031,BE-ORDER-0008,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00122,PROJ-001,document,DOC-0031,BE-ORDER-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00123,PROJ-001,document,DOC-0031,BE-ORDER-0021,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00124,PROJ-001,document,DOC-0031,BE-ORDER-0060,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00125,PROJ-001,document,DOC-0031,BE-ORDER-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00126,PROJ-001,document,DOC-0031,BE-ORDER-0091,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00127,PROJ-001,document,DOC-0032,BE-ORDER-0008,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00128,PROJ-001,document,DOC-0032,BE-ORDER-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00129,PROJ-001,document,DOC-0032,BE-ORDER-0021,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00130,PROJ-001,document,DOC-0032,BE-ORDER-0060,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00131,PROJ-001,document,DOC-0032,BE-ORDER-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00132,PROJ-001,document,DOC-0032,BE-ORDER-0091,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00133,PROJ-001,document,DOC-0033,BE-ORDER-0008,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00134,PROJ-001,document,DOC-0033,BE-ORDER-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00135,PROJ-001,document,DOC-0033,BE-ORDER-0021,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00136,PROJ-001,document,DOC-0033,BE-ORDER-0060,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00137,PROJ-001,document,DOC-0033,BE-ORDER-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00138,PROJ-001,document,DOC-0033,BE-ORDER-0091,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00139,PROJ-001,document,DOC-0034,BE-ORDER-0008,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00140,PROJ-001,document,DOC-0034,BE-ORDER-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00141,PROJ-001,document,DOC-0034,BE-ORDER-0021,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00142,PROJ-001,document,DOC-0034,BE-ORDER-0060,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00143,PROJ-001,document,DOC-0034,BE-ORDER-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00144,PROJ-001,document,DOC-0034,BE-ORDER-0091,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00145,PROJ-001,document,DOC-0035,BE-ORDER-0008,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00146,PROJ-001,document,DOC-0035,BE-ORDER-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00147,PROJ-001,document,DOC-0035,BE-ORDER-0021,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00148,PROJ-001,document,DOC-0035,BE-ORDER-0060,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00149,PROJ-001,document,DOC-0035,BE-ORDER-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00150,PROJ-001,document,DOC-0035,BE-ORDER-0091,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00151,PROJ-001,document,DOC-0036,BE-ORDER-0008,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00152,PROJ-001,document,DOC-0036,BE-ORDER-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00153,PROJ-001,document,DOC-0036,BE-ORDER-0021,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00154,PROJ-001,document,DOC-0036,BE-ORDER-0060,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00155,PROJ-001,document,DOC-0036,BE-ORDER-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00156,PROJ-001,document,DOC-0036,BE-ORDER-0091,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00157,PROJ-001,document,DOC-0037,BE-ORDER-0001,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00158,PROJ-001,document,DOC-0037,BE-ORDER-0023,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00159,PROJ-001,document,DOC-0037,BE-ORDER-0036,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00160,PROJ-001,document,DOC-0037,BE-ORDER-0038,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00161,PROJ-001,document,DOC-0037,BE-ORDER-0046,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00162,PROJ-001,document,DOC-0037,BE-ORDER-0051,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00163,PROJ-001,document,DOC-0038,BE-ORDER-0001,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00164,PROJ-001,document,DOC-0038,BE-ORDER-0023,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00165,PROJ-001,document,DOC-0038,BE-ORDER-0036,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00166,PROJ-001,document,DOC-0038,BE-ORDER-0038,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00167,PROJ-001,document,DOC-0038,BE-ORDER-0046,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00168,PROJ-001,document,DOC-0038,BE-ORDER-0051,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00169,PROJ-001,document,DOC-0039,BE-ORDER-0008,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00170,PROJ-001,document,DOC-0039,BE-ORDER-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00171,PROJ-001,document,DOC-0039,BE-ORDER-0021,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00172,PROJ-001,document,DOC-0039,BE-ORDER-0060,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00173,PROJ-001,document,DOC-0039,BE-ORDER-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00174,PROJ-001,document,DOC-0039,BE-ORDER-0091,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00175,PROJ-001,document,DOC-0040,BE-ORDER-0008,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00176,PROJ-001,document,DOC-0040,BE-ORDER-0017,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00177,PROJ-001,document,DOC-0040,BE-ORDER-0021,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00178,PROJ-001,document,DOC-0040,BE-ORDER-0060,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00179,PROJ-001,document,DOC-0040,BE-ORDER-0076,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00180,PROJ-001,document,DOC-0040,BE-ORDER-0091,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00181,PROJ-001,document,DOC-0041,BE-ORDER-0001,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00182,PROJ-001,document,DOC-0041,BE-ORDER-0023,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00183,PROJ-001,document,DOC-0041,BE-ORDER-0036,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00184,PROJ-001,document,DOC-0041,BE-ORDER-0038,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00185,PROJ-001,document,DOC-0041,BE-ORDER-0046,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00186,PROJ-001,document,DOC-0041,BE-ORDER-0051,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00187,PROJ-001,document,DOC-0043,BE-ORDER-0001,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00188,PROJ-001,document,DOC-0043,BE-ORDER-0023,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00189,PROJ-001,document,DOC-0043,BE-ORDER-0036,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00190,PROJ-001,document,DOC-0043,BE-ORDER-0038,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00191,PROJ-001,document,DOC-0043,BE-ORDER-0046,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00192,PROJ-001,document,DOC-0043,BE-ORDER-0051,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00193,PROJ-001,document,DOC-0045,BE-ORDER-0001,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00194,PROJ-001,document,DOC-0045,BE-ORDER-0023,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00195,PROJ-001,document,DOC-0045,BE-ORDER-0036,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
EL-00196,PROJ-001,document,DOC-0045,BE-ORDER-0038,source,source_document_index.related_issue_id 기반 연결,0.88,2026-06-01T09:00:00
