id,project_id,member_id,event_type,title,source_type,approval_status,starts_at,ends_at,created_at
ac7f151a-d8ce-5e73-97bd-581e88eece6a,0a4f9295-ac96-59f7-b09d-fb82f68610c8,c3f365be-d56d-52d7-be68-83627bdf3e90,deadline,[DUMMY] Hyundai Mobis Tier2 긴급 항공 이송 확인 기한,manual,approved,2026-02-08T09:00:00+09:00,2026-02-08T09:00:00+09:00,2026-06-01T09:00:00+09:00
b304e5e6-9ea3-5e1b-bfd2-1adcf0f18663,0a4f9295-ac96-59f7-b09d-fb82f68610c8,b6ce97f8-0c0d-5492-88f5-8e92d3955338,deadline,[DUMMY] Hyundai Mobis Tier2 긴급 항공 이송 확인 기한,manual,approved,2026-02-10T09:00:00+09:00,2026-02-10T09:00:00+09:00,2026-06-01T09:00:00+09:00
3ec3e695-c3d6-58a4-abf9-474f400e1aef,0a4f9295-ac96-59f7-b09d-fb82f68610c8,f2790941-d2e2-5684-a3c4-9d5190079275,deadline,[DUMMY] Hyundai Mobis Tier2 긴급 항공 이송 확인 기한,manual,approved,2026-02-12T09:00:00+09:00,2026-02-12T09:00:00+09:00,2026-06-01T09:00:00+09:00
3685db1c-28bf-59ac-857e-98d0daea06fb,0a4f9295-ac96-59f7-b09d-fb82f68610c8,b6ce97f8-0c0d-5492-88f5-8e92d3955338,deadline,[DUMMY] TE Connectivity Korea 단가 7% 인상 통보 확인 기한,manual,approved,2026-04-05T09:00:00+09:00,2026-04-05T09:00:00+09:00,2026-06-01T09:00:00+09:00
1b268fda-8d6e-5be9-9a9d-408a9b54a3f1,0a4f9295-ac96-59f7-b09d-fb82f68610c8,f2790941-d2e2-5684-a3c4-9d5190079275,deadline,[DUMMY] TE Connectivity Korea 단가 7% 인상 통보 확인 기한,manual,approved,2026-04-07T09:00:00+09:00,2026-04-07T09:00:00+09:00,2026-06-01T09:00:00+09:00
6cea24d5-daa9-541c-86f7-ad05d968566f,0a4f9295-ac96-59f7-b09d-fb82f68610c8,14c5dea0-99cd-5f9c-805f-c54d1c288527,deadline,[DUMMY] TE Connectivity Korea 단가 7% 인상 통보 확인 기한,manual,approved,2026-04-09T09:00:00+09:00,2026-04-09T09:00:00+09:00,2026-06-01T09:00:00+09:00
07d3a168-93de-5e87-b048-1b21833a0217,0a4f9295-ac96-59f7-b09d-fb82f68610c8,f2790941-d2e2-5684-a3c4-9d5190079275,deadline,[DUMMY] 박서연 담당 고객 인수인계 준비 확인 기한,manual,approved,2026-05-14T09:00:00+09:00,2026-05-14T09:00:00+09:00,2026-06-01T09:00:00+09:00
0183b827-3235-53c6-9319-ff4e90ef31c0,0a4f9295-ac96-59f7-b09d-fb82f68610c8,14c5dea0-99cd-5f9c-805f-c54d1c288527,deadline,[DUMMY] 박서연 담당 고객 인수인계 준비 확인 기한,manual,approved,2026-05-16T09:00:00+09:00,2026-05-16T09:00:00+09:00,2026-06-01T09:00:00+09:00
b43bc89c-ec95-5cd9-89fe-f178dae04339,0a4f9295-ac96-59f7-b09d-fb82f68610c8,1c3dbb27-e66e-5657-b375-24a86482d558,deadline,[DUMMY] 박서연 담당 고객 인수인계 준비 확인 기한,manual,approved,2026-05-18T09:00:00+09:00,2026-05-18T09:00:00+09:00,2026-06-01T09:00:00+09:00
1ebed4b7-d7ea-549d-81aa-a43c04263d21,0a4f9295-ac96-59f7-b09d-fb82f68610c8,14c5dea0-99cd-5f9c-805f-c54d1c288527,deadline,[DUMMY] Hanil Motors 정기 발주 수량 변경 확인 기한,manual,approved,2025-07-14T09:00:00+09:00,2025-07-14T09:00:00+09:00,2026-06-01T09:00:00+09:00
0f08399f-9c85-5d01-80ae-1c7852129843,0a4f9295-ac96-59f7-b09d-fb82f68610c8,1c3dbb27-e66e-5657-b375-24a86482d558,deadline,[DUMMY] Hanil Motors 정기 발주 수량 변경 확인 기한,manual,approved,2025-07-16T09:00:00+09:00,2025-07-16T09:00:00+09:00,2026-06-01T09:00:00+09:00
01b2727f-b0f9-59fe-b6cc-4e301ce35d6f,0a4f9295-ac96-59f7-b09d-fb82f68610c8,458f1e97-c467-55f5-9f49-8de9d5d6cabf,deadline,[DUMMY] Hanil Motors 정기 발주 수량 변경 확인 기한,manual,approved,2025-07-18T09:00:00+09:00,2025-07-18T09:00:00+09:00,2026-06-01T09:00:00+09:00
01723d25-6610-53c3-bae6-4e54ccdb01e2,0a4f9295-ac96-59f7-b09d-fb82f68610c8,1c3dbb27-e66e-5657-b375-24a86482d558,deadline,[DUMMY] Hyundai Mobis Tier2 납기 일정 반복 변경 긴급 주문 확인 기한,manual,approved,2026-07-10T09:00:00+09:00,2026-07-10T09:00:00+09:00,2026-06-01T09:00:00+09:00
8179e2e1-f668-52de-a670-e26071777abe,0a4f9295-ac96-59f7-b09d-fb82f68610c8,458f1e97-c467-55f5-9f49-8de9d5d6cabf,deadline,[DUMMY] Hyundai Mobis Tier2 납기 일정 반복 변경 긴급 주문 확인 기한,manual,approved,2026-07-12T09:00:00+09:00,2026-07-12T09:00:00+09:00,2026-06-01T09:00:00+09:00
bb83ec45-4e95-558d-9a56-e69961fc1e0b,0a4f9295-ac96-59f7-b09d-fb82f68610c8,d2079b50-ac73-51af-b94b-106cf384cfbd,deadline,[DUMMY] Hyundai Mobis Tier2 납기 일정 반복 변경 긴급 주문 확인 기한,manual,approved,2026-07-14T09:00:00+09:00,2026-07-14T09:00:00+09:00,2026-06-01T09:00:00+09:00
437fe59f-bead-5cb2-8499-deb4a9ac5162,0a4f9295-ac96-59f7-b09d-fb82f68610c8,458f1e97-c467-55f5-9f49-8de9d5d6cabf,deadline,[DUMMY] Daesung Automotive 케이블 클레임 원인 불명확 확인 기한,manual,approved,2026-08-06T09:00:00+09:00,2026-08-06T09:00:00+09:00,2026-06-01T09:00:00+09:00
39628eb3-4f97-564b-97a7-d365cb50bb6f,0a4f9295-ac96-59f7-b09d-fb82f68610c8,d2079b50-ac73-51af-b94b-106cf384cfbd,deadline,[DUMMY] Daesung Automotive 케이블 클레임 원인 불명확 확인 기한,manual,approved,2026-08-08T09:00:00+09:00,2026-08-08T09:00:00+09:00,2026-06-01T09:00:00+09:00
e281e38b-7a2c-5f73-9d15-d2b88df69c73,0a4f9295-ac96-59f7-b09d-fb82f68610c8,88031485-b23f-5e98-bf28-4f157180e78c,deadline,[DUMMY] Daesung Automotive 케이블 클레임 원인 불명확 확인 기한,manual,approved,2026-08-10T09:00:00+09:00,2026-08-10T09:00:00+09:00,2026-06-01T09:00:00+09:00
d7d35d72-b1ee-5de5-9c13-3a8beaa5a4d5,0a4f9295-ac96-59f7-b09d-fb82f68610c8,d2079b50-ac73-51af-b94b-106cf384cfbd,deadline,[DUMMY] TE Connectivity Korea 단가 인상 공지와 구두 합의 충돌 확인 기한,manual,approved,2026-09-03T09:00:00+09:00,2026-09-03T09:00:00+09:00,2026-06-01T09:00:00+09:00
93542ee2-3ee9-524d-8a9f-5c887d96b1a6,0a4f9295-ac96-59f7-b09d-fb82f68610c8,88031485-b23f-5e98-bf28-4f157180e78c,deadline,[DUMMY] TE Connectivity Korea 단가 인상 공지와 구두 합의 충돌 확인 기한,manual,approved,2026-09-05T09:00:00+09:00,2026-09-05T09:00:00+09:00,2026-06-01T09:00:00+09:00
1ed91e2a-c875-5c58-bc00-b9149b628cf7,0a4f9295-ac96-59f7-b09d-fb82f68610c8,c3f365be-d56d-52d7-be68-83627bdf3e90,deadline,[DUMMY] TE Connectivity Korea 단가 인상 공지와 구두 합의 충돌 확인 기한,manual,approved,2026-09-07T09:00:00+09:00,2026-09-07T09:00:00+09:00,2026-06-01T09:00:00+09:00
61712507-44eb-59f9-9674-277ba963480c,0a4f9295-ac96-59f7-b09d-fb82f68610c8,88031485-b23f-5e98-bf28-4f157180e78c,deadline,[DUMMY] Global Harness Vietnam 월말 출고 확인 누락 확인 기한,manual,approved,2026-10-26T09:00:00+09:00,2026-10-26T09:00:00+09:00,2026-06-01T09:00:00+09:00
62fb8d60-fb63-54b2-9d0f-3a8acf17db1d,0a4f9295-ac96-59f7-b09d-fb82f68610c8,c3f365be-d56d-52d7-be68-83627bdf3e90,deadline,[DUMMY] Global Harness Vietnam 월말 출고 확인 누락 확인 기한,manual,approved,2026-10-28T09:00:00+09:00,2026-10-28T09:00:00+09:00,2026-06-01T09:00:00+09:00
642af336-02f7-54cf-b144-dd295030a0e1,0a4f9295-ac96-59f7-b09d-fb82f68610c8,b6ce97f8-0c0d-5492-88f5-8e92d3955338,deadline,[DUMMY] Global Harness Vietnam 월말 출고 확인 누락 확인 기한,manual,approved,2026-10-30T09:00:00+09:00,2026-10-30T09:00:00+09:00,2026-06-01T09:00:00+09:00
13601135-79e4-550a-afb5-6a50a487b413,0a4f9295-ac96-59f7-b09d-fb82f68610c8,c3f365be-d56d-52d7-be68-83627bdf3e90,deadline,[DUMMY] Mirae EV Systems 담당자 휴가 중 임시 인수인계 누락 확인 기한,manual,approved,2026-12-07T09:00:00+09:00,2026-12-07T09:00:00+09:00,2026-06-01T09:00:00+09:00
3b43a34d-cb8f-5ec8-b3c5-7212365810d6,0a4f9295-ac96-59f7-b09d-fb82f68610c8,b6ce97f8-0c0d-5492-88f5-8e92d3955338,deadline,[DUMMY] Mirae EV Systems 담당자 휴가 중 임시 인수인계 누락 확인 기한,manual,approved,2026-12-09T09:00:00+09:00,2026-12-09T09:00:00+09:00,2026-06-01T09:00:00+09:00
d70690f6-1c69-5460-a519-b63c8f2b4c40,0a4f9295-ac96-59f7-b09d-fb82f68610c8,f2790941-d2e2-5684-a3c4-9d5190079275,deadline,[DUMMY] Mirae EV Systems 담당자 휴가 중 임시 인수인계 누락 확인 기한,manual,approved,2026-12-11T09:00:00+09:00,2026-12-11T09:00:00+09:00,2026-06-01T09:00:00+09:00
b04a7e4d-1c38-51b7-8aec-41c4b08c4375,0a4f9295-ac96-59f7-b09d-fb82f68610c8,b6ce97f8-0c0d-5492-88f5-8e92d3955338,deadline,[DUMMY] Hanil Motors 대체품 승인과 원품 재입고 일정 혼선 확인 기한,manual,approved,2026-11-20T09:00:00+09:00,2026-11-20T09:00:00+09:00,2026-06-01T09:00:00+09:00
baddea09-0b14-5761-8643-b3337074f792,0a4f9295-ac96-59f7-b09d-fb82f68610c8,f2790941-d2e2-5684-a3c4-9d5190079275,deadline,[DUMMY] Hanil Motors 대체품 승인과 원품 재입고 일정 혼선 확인 기한,manual,approved,2026-11-22T09:00:00+09:00,2026-11-22T09:00:00+09:00,2026-06-01T09:00:00+09:00
78450fa6-b7f2-531c-a600-46d6d2b88736,0a4f9295-ac96-59f7-b09d-fb82f68610c8,14c5dea0-99cd-5f9c-805f-c54d1c288527,deadline,[DUMMY] Hanil Motors 대체품 승인과 원품 재입고 일정 혼선 확인 기한,manual,approved,2026-11-24T09:00:00+09:00,2026-11-24T09:00:00+09:00,2026-06-01T09:00:00+09:00
