source_id,id,project_id,file_name,file_type,storage_uri,created_at,analysis_status
DOC-2022-002-010,60f6732c-49a7-5c97-b89b-84fbf679bebc,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-002-010_supplier_stock_substitute_2022-03-21.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-002-010_supplier_stock_substitute_2022-03-21.md,2022-03-21T09:00:00,pending
DOC-2022-002-011,98e9b420-ee2d-55ca-8f0a-63d398adbdfa,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-002-011_supplier_stock_substitute_2022-03-23.md,other,dummy_data/2022/02_raw_documents/meeting_notes/DOC-2022-002-011_supplier_stock_substitute_2022-03-23.md,2022-03-23T09:00:00,pending
DOC-2022-002-012,208e3136-b9bf-5777-9fff-91e050377434,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-002-012_supplier_stock_substitute_2022-03-25.md,other,dummy_data/2022/02_raw_documents/chat_logs/DOC-2022-002-012_supplier_stock_substitute_2022-03-25.md,2022-03-25T09:00:00,pending
DOC-2022-003-001,2da4934f-e1cc-5775-9a82-5afb695ec4d9,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-003-001_export_document_gap_2022-04-07.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-003-001_export_document_gap_2022-04-07.md,2022-04-07T09:00:00,pending
DOC-2022-003-002,e3ab9959-fea2-516a-b3e4-0eaf5afa36e9,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-003-002_export_document_gap_2022-04-08.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-003-002_export_document_gap_2022-04-08.md,2022-04-08T09:00:00,pending
DOC-2022-003-003,91dd77bb-80f6-5754-8d9f-7f523d02e965,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-003-003_export_document_gap_2022-04-10.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-003-003_export_document_gap_2022-04-10.md,2022-04-10T09:00:00,pending
DOC-2022-003-004,ed65f82e-f0ac-5058-81c0-e804244c4189,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-003-004_export_document_gap_2022-04-11.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-003-004_export_document_gap_2022-04-11.md,2022-04-11T09:00:00,pending
DOC-2022-003-005,c0df148f-9ef1-5219-84c7-61a872decff8,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-003-005_export_document_gap_2022-04-12.md,other,dummy_data/2022/02_raw_documents/meeting_notes/DOC-2022-003-005_export_document_gap_2022-04-12.md,2022-04-12T09:00:00,pending
DOC-2022-003-006,ef789f0c-31ee-5704-8fb3-bac435ea5231,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-003-006_export_document_gap_2022-04-14.md,other,dummy_data/2022/02_raw_documents/chat_logs/DOC-2022-003-006_export_document_gap_2022-04-14.md,2022-04-14T09:00:00,pending
DOC-2022-003-007,ab76214d-7dc4-5a59-8b1f-85385075b14a,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-003-007_export_document_gap_2022-04-15.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-003-007_export_document_gap_2022-04-15.md,2022-04-15T09:00:00,pending
DOC-2022-003-008,2ebcf78d-d6a8-544d-81fe-4c2caee8df5d,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-003-008_export_document_gap_2022-04-17.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-003-008_export_document_gap_2022-04-17.md,2022-04-17T09:00:00,pending
DOC-2022-003-009,7bc9b7d9-433d-5141-a512-f86929dde34a,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-003-009_export_document_gap_2022-04-18.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-003-009_export_document_gap_2022-04-18.md,2022-04-18T09:00:00,pending
DOC-2022-003-010,eac967a7-3dda-5834-917b-916453e67d56,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-003-010_export_document_gap_2022-04-19.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-003-010_export_document_gap_2022-04-19.md,2022-04-19T09:00:00,pending
DOC-2022-003-011,cb6d90a9-da85-5505-87f1-dc46cc2dbad9,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-003-011_export_document_gap_2022-04-21.md,other,dummy_data/2022/02_raw_documents/meeting_notes/DOC-2022-003-011_export_document_gap_2022-04-21.md,2022-04-21T09:00:00,pending
DOC-2022-003-012,96d7165e-cf0e-5cbd-8a7b-2a8600afe792,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-003-012_export_document_gap_2022-04-22.md,other,dummy_data/2022/02_raw_documents/chat_logs/DOC-2022-003-012_export_document_gap_2022-04-22.md,2022-04-22T09:00:00,pending
DOC-2022-004-001,5e819c2f-0b1b-50a8-b503-6158f26a1b18,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-004-001_quality_or_assembly_claim_2022-05-09.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-004-001_quality_or_assembly_claim_2022-05-09.md,2022-05-09T09:00:00,pending
DOC-2022-004-002,b5307c2d-44d9-568c-972f-ff48889b9c8d,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-004-002_quality_or_assembly_claim_2022-05-11.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-004-002_quality_or_assembly_claim_2022-05-11.md,2022-05-11T09:00:00,pending
DOC-2022-004-003,88b0d6a7-0020-578d-babb-86d914588b24,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-004-003_quality_or_assembly_claim_2022-05-13.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-004-003_quality_or_assembly_claim_2022-05-13.md,2022-05-13T09:00:00,pending
DOC-2022-004-004,90664f3f-fbf1-539f-b8d4-cfaaa3a4944b,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-004-004_quality_or_assembly_claim_2022-05-15.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-004-004_quality_or_assembly_claim_2022-05-15.md,2022-05-15T09:00:00,pending
DOC-2022-004-005,a9e59ac4-5483-5586-84d0-3478f608962e,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-004-005_quality_or_assembly_claim_2022-05-17.md,other,dummy_data/2022/02_raw_documents/meeting_notes/DOC-2022-004-005_quality_or_assembly_claim_2022-05-17.md,2022-05-17T09:00:00,pending
DOC-2022-004-006,95af561c-c422-5288-b6d0-57479fa1683a,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-004-006_quality_or_assembly_claim_2022-05-19.md,other,dummy_data/2022/02_raw_documents/chat_logs/DOC-2022-004-006_quality_or_assembly_claim_2022-05-19.md,2022-05-19T09:00:00,pending
DOC-2022-004-007,058d89a8-0462-58ce-859c-43ed8c69e341,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-004-007_quality_or_assembly_claim_2022-05-21.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-004-007_quality_or_assembly_claim_2022-05-21.md,2022-05-21T09:00:00,pending
DOC-2022-004-008,604c43d4-c6e5-512a-8681-36d2e0a54192,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-004-008_quality_or_assembly_claim_2022-05-23.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-004-008_quality_or_assembly_claim_2022-05-23.md,2022-05-23T09:00:00,pending
DOC-2022-004-009,1465867a-9273-56a1-9f36-3e43ce5a8423,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-004-009_quality_or_assembly_claim_2022-05-25.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-004-009_quality_or_assembly_claim_2022-05-25.md,2022-05-25T09:00:00,pending
DOC-2022-004-010,503123e9-27e1-5728-944c-48e7fb673819,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-004-010_quality_or_assembly_claim_2022-05-27.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-004-010_quality_or_assembly_claim_2022-05-27.md,2022-05-27T09:00:00,pending
DOC-2022-004-011,2a171cd8-2595-5bce-b6ee-d4e817d0e6fd,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-004-011_quality_or_assembly_claim_2022-05-29.md,other,dummy_data/2022/02_raw_documents/meeting_notes/DOC-2022-004-011_quality_or_assembly_claim_2022-05-29.md,2022-05-29T09:00:00,pending
DOC-2022-004-012,40e37ac5-4c4d-5057-bdd5-2095394df3b2,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-004-012_quality_or_assembly_claim_2022-05-31.md,other,dummy_data/2022/02_raw_documents/chat_logs/DOC-2022-004-012_quality_or_assembly_claim_2022-05-31.md,2022-05-31T09:00:00,pending
DOC-2022-005-001,7598cb53-0f6e-5ec2-9f22-452cf64b5d5a,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-005-001_lead_time_conflict_2022-07-01.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-005-001_lead_time_conflict_2022-07-01.md,2022-07-01T09:00:00,pending
DOC-2022-005-002,f11c7ecd-0812-56ee-ad3a-f8266adc989d,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-005-002_lead_time_conflict_2022-07-04.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-005-002_lead_time_conflict_2022-07-04.md,2022-07-04T09:00:00,pending
DOC-2022-005-003,cd8a26ad-6782-5bae-b59e-a091ec398564,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-005-003_lead_time_conflict_2022-07-06.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-005-003_lead_time_conflict_2022-07-06.md,2022-07-06T09:00:00,pending
DOC-2022-005-004,8389ed32-ceb7-5eac-8f02-e206e345de16,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-005-004_lead_time_conflict_2022-07-09.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-005-004_lead_time_conflict_2022-07-09.md,2022-07-09T09:00:00,pending
DOC-2022-005-005,49aac6d4-7c58-5998-87da-d1ef8157dd2b,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-005-005_lead_time_conflict_2022-07-11.md,other,dummy_data/2022/02_raw_documents/meeting_notes/DOC-2022-005-005_lead_time_conflict_2022-07-11.md,2022-07-11T09:00:00,pending
DOC-2022-005-006,faf977ba-e4ae-54a5-b14c-d43982658510,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-005-006_lead_time_conflict_2022-07-14.md,other,dummy_data/2022/02_raw_documents/chat_logs/DOC-2022-005-006_lead_time_conflict_2022-07-14.md,2022-07-14T09:00:00,pending
DOC-2022-005-007,f06d4915-9755-5904-81c3-9943e384172c,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-005-007_lead_time_conflict_2022-07-16.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-005-007_lead_time_conflict_2022-07-16.md,2022-07-16T09:00:00,pending
DOC-2022-005-008,9cdef676-fbdb-54a7-9a1d-270595b4c65e,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-005-008_lead_time_conflict_2022-07-19.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-005-008_lead_time_conflict_2022-07-19.md,2022-07-19T09:00:00,pending
DOC-2022-005-009,88b868ea-4f41-5dfc-8b94-51162fbe23ae,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-005-009_lead_time_conflict_2022-07-21.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-005-009_lead_time_conflict_2022-07-21.md,2022-07-21T09:00:00,pending
DOC-2022-005-010,cd3debf5-f1c1-5af9-8921-0f75f8a23194,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-005-010_lead_time_conflict_2022-07-24.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-005-010_lead_time_conflict_2022-07-24.md,2022-07-24T09:00:00,pending
DOC-2022-005-011,901afaa6-2290-5eed-896d-e0c21ef466a3,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-005-011_lead_time_conflict_2022-07-26.md,other,dummy_data/2022/02_raw_documents/meeting_notes/DOC-2022-005-011_lead_time_conflict_2022-07-26.md,2022-07-26T09:00:00,pending
DOC-2022-005-012,01749ce0-a571-5995-b1ad-42462e4a7160,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-005-012_lead_time_conflict_2022-07-29.md,other,dummy_data/2022/02_raw_documents/chat_logs/DOC-2022-005-012_lead_time_conflict_2022-07-29.md,2022-07-29T09:00:00,pending
DOC-2022-006-001,25fc896c-40d0-514e-86a0-1333a61e9502,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-006-001_air_freight_approval_delay_2022-08-11.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-006-001_air_freight_approval_delay_2022-08-11.md,2022-08-11T09:00:00,pending
DOC-2022-006-002,fe4d9840-6702-5414-8b6f-b89e5e5b671e,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-006-002_air_freight_approval_delay_2022-08-13.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-006-002_air_freight_approval_delay_2022-08-13.md,2022-08-13T09:00:00,pending
DOC-2022-006-003,b1306df7-46b9-50e4-ac60-55cfc36b60af,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-006-003_air_freight_approval_delay_2022-08-14.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-006-003_air_freight_approval_delay_2022-08-14.md,2022-08-14T09:00:00,pending
DOC-2022-006-004,cfe1636e-547c-5874-989d-66e114944e2b,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-006-004_air_freight_approval_delay_2022-08-16.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-006-004_air_freight_approval_delay_2022-08-16.md,2022-08-16T09:00:00,pending
DOC-2022-006-005,8f4d2f35-7837-5f5b-9a2a-dce817fe06b8,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-006-005_air_freight_approval_delay_2022-08-18.md,other,dummy_data/2022/02_raw_documents/meeting_notes/DOC-2022-006-005_air_freight_approval_delay_2022-08-18.md,2022-08-18T09:00:00,pending
DOC-2022-006-006,5fc33adb-2b38-51e2-a547-d06034054961,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-006-006_air_freight_approval_delay_2022-08-20.md,other,dummy_data/2022/02_raw_documents/chat_logs/DOC-2022-006-006_air_freight_approval_delay_2022-08-20.md,2022-08-20T09:00:00,pending
DOC-2022-006-007,e204e5c0-25ca-5bd9-bfb4-d2cb04df8086,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-006-007_air_freight_approval_delay_2022-08-21.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-006-007_air_freight_approval_delay_2022-08-21.md,2022-08-21T09:00:00,pending
DOC-2022-006-008,23bb80ce-56f4-5e22-8ede-a9438c9714f7,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-006-008_air_freight_approval_delay_2022-08-23.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-006-008_air_freight_approval_delay_2022-08-23.md,2022-08-23T09:00:00,pending
DOC-2022-006-009,958a6414-8c74-51e2-b973-9564430a7543,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-006-009_air_freight_approval_delay_2022-08-25.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-006-009_air_freight_approval_delay_2022-08-25.md,2022-08-25T09:00:00,pending
DOC-2022-006-010,c32629f7-bc71-56dd-91ba-e86bad93cb7e,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-006-010_air_freight_approval_delay_2022-08-27.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-006-010_air_freight_approval_delay_2022-08-27.md,2022-08-27T09:00:00,pending
DOC-2022-006-011,0594a6c1-8bda-5068-9df3-59fc53dd2af3,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-006-011_air_freight_approval_delay_2022-08-28.md,other,dummy_data/2022/02_raw_documents/meeting_notes/DOC-2022-006-011_air_freight_approval_delay_2022-08-28.md,2022-08-28T09:00:00,pending
DOC-2022-006-012,cfd8f9f7-802b-528d-a047-61c2d095d171,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-006-012_air_freight_approval_delay_2022-08-30.md,other,dummy_data/2022/02_raw_documents/chat_logs/DOC-2022-006-012_air_freight_approval_delay_2022-08-30.md,2022-08-30T09:00:00,pending
DOC-2022-007-001,8f248db8-f30b-5dbe-9517-172095c8e850,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-007-001_price_quote_conflict_2022-10-03.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-007-001_price_quote_conflict_2022-10-03.md,2022-10-03T09:00:00,pending
DOC-2022-007-002,f9d50b6c-8b99-584e-a903-e79a6867c3b6,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-007-002_price_quote_conflict_2022-10-05.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-007-002_price_quote_conflict_2022-10-05.md,2022-10-05T09:00:00,pending
DOC-2022-007-003,c4d1b8cd-8c69-56f7-af97-23bf14fdf686,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-007-003_price_quote_conflict_2022-10-08.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-007-003_price_quote_conflict_2022-10-08.md,2022-10-08T09:00:00,pending
DOC-2022-007-004,dd5be37c-884d-579c-8e08-8cdae69adb43,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-007-004_price_quote_conflict_2022-10-10.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-007-004_price_quote_conflict_2022-10-10.md,2022-10-10T09:00:00,pending
DOC-2022-007-005,50be8ceb-1e31-5b86-bebe-5769f484ba90,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-007-005_price_quote_conflict_2022-10-12.md,other,dummy_data/2022/02_raw_documents/meeting_notes/DOC-2022-007-005_price_quote_conflict_2022-10-12.md,2022-10-12T09:00:00,pending
DOC-2022-007-006,805fc417-4b68-592d-8f68-1e8c28004eb5,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-007-006_price_quote_conflict_2022-10-14.md,other,dummy_data/2022/02_raw_documents/chat_logs/DOC-2022-007-006_price_quote_conflict_2022-10-14.md,2022-10-14T09:00:00,pending
DOC-2022-007-007,f7bc710b-a196-5063-b806-d0ba898a5c60,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-007-007_price_quote_conflict_2022-10-17.md,other,dummy_data/2022/02_raw_documents/sales_emails/DOC-2022-007-007_price_quote_conflict_2022-10-17.md,2022-10-17T09:00:00,pending
DOC-2022-007-008,19bf6d44-be3a-5558-9dc4-c1fc84370d3a,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-007-008_price_quote_conflict_2022-10-19.md,other,dummy_data/2022/02_raw_documents/purchase_emails/DOC-2022-007-008_price_quote_conflict_2022-10-19.md,2022-10-19T09:00:00,pending
DOC-2022-007-009,81589429-767d-5a1b-95a2-e8063aeb5c37,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-007-009_price_quote_conflict_2022-10-21.md,other,dummy_data/2022/02_raw_documents/quality_claims/DOC-2022-007-009_price_quote_conflict_2022-10-21.md,2022-10-21T09:00:00,pending
DOC-2022-007-010,480671f1-8b4d-5ccf-a208-d85e83be812a,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-007-010_price_quote_conflict_2022-10-23.md,other,dummy_data/2022/02_raw_documents/logistics_logs/DOC-2022-007-010_price_quote_conflict_2022-10-23.md,2022-10-23T09:00:00,pending
DOC-2022-007-011,06a08cb6-38d6-5f7e-a26e-22937ae2c14f,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-007-011_price_quote_conflict_2022-10-26.md,other,dummy_data/2022/02_raw_documents/meeting_notes/DOC-2022-007-011_price_quote_conflict_2022-10-26.md,2022-10-26T09:00:00,pending
DOC-2022-007-012,1ffa68ae-cf52-511f-9ff6-9374a7f7f003,586d5511-0afc-5d93-bbec-d3955db635ac,DOC-2022-007-012_price_quote_conflict_2022-10-28.md,other,dummy_data/2022/02_raw_documents/chat_logs/DOC-2022-007-012_price_quote_conflict_2022-10-28.md,2022-10-28T09:00:00,pending
